Alloy,Elements,Phases considered,number,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,W,C,Mg,Zn,Si,N,Li,Sn,B,Y,Pd,VEC,dSmix,Elect.Diff,Atom.Size.Diff,dHmix
Fe0.10Ni0.50Cr0.30Co0.10,"['Fe', 'Ni', 'Cr', 'Co']",2,4,0.0,0.1,0.30000000000000004,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,9.71368443199303,0.11,0.002105599848971495,-5.240000000000002
Fe0.10Ni0.60Cr0.10Co0.20,"['Fe', 'Ni', 'Cr', 'Co']",2,4,0.0,0.2,0.1,0.1,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.200000000000001,9.053658845007861,0.09027735042633887,0.0022225704718299316,-2.6000000000000005
Fe0.10Ni0.60Cr0.20Co0.10,"['Fe', 'Ni', 'Cr', 'Co']",2,4,0.0,0.1,0.2,0.1,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,9.053658845007861,0.10173494974687898,0.002036014995313375,-4.280000000000001
Fe0.10Ni0.70Cr0.10Co0.10,"['Fe', 'Ni', 'Cr', 'Co']",2,4,0.0,0.1,0.1,0.1,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,7.819354801674711,0.09273618495495696,0.0019639662416378405,-2.7600000000000007
Fe0.20Ni0.10Cr0.10Co0.60,"['Fe', 'Ni', 'Cr', 'Co']",1,4,0.0,0.6000000000000001,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.600000000000001,9.053658845007861,0.07449832212875664,0.0033519685431859006,-1.9600000000000004
Fe0.20Ni0.10Cr0.20Co0.50,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.5,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,10.148739101126065,0.08803408430829503,0.0032312893205961005,-2.8800000000000003
Fe0.20Ni0.10Cr0.30Co0.40,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.4,0.30000000000000004,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.64134796069403,0.09974968671630004,0.0031059246984254155,-3.480000000000001
Fe0.20Ni0.10Cr0.40Co0.30,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.30000000000000004,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,10.64134796069403,0.11022703842524306,0.002975282472502335,-3.7600000000000007
Fe0.20Ni0.10Cr0.50Co0.20,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.2,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3999999999999995,10.148739101126065,0.11979148550710947,0.0028386340641354617,-3.72
Fe0.20Ni0.10Cr0.60Co0.10,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.1,0.6000000000000001,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.100000000000001,9.053658845007861,0.12864680330268619,0.0026950660305381773,-3.3600000000000003
Fe0.20Ni0.20Cr0.10Co0.50,"['Fe', 'Ni', 'Cr', 'Co']",1,4,0.0,0.5,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,10.148739101126065,0.07745966692414828,0.0031863830608623547,-2.16
Fe0.20Ni0.20Cr0.20Co0.40,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.4,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,11.076402629827063,0.09055385138137415,0.003059178741008957,-3.2000000000000006
Fe0.20Ni0.20Cr0.30Co0.30,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.30000000000000004,0.30000000000000004,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.100000000000001,11.358927738114128,0.10198039027185572,0.002926450431552147,-3.920000000000001
Fe0.20Ni0.20Cr0.40Co0.20,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.2,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,11.076402629827063,0.11224972160321829,0.0027874091352405282,-4.32
Fe0.20Ni0.20Cr0.50Co0.10,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.1,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,10.148739101126063,0.12165525060596447,0.0026410579785595295,-4.4
Fe0.20Ni0.30Cr0.10Co0.40,"['Fe', 'Ni', 'Cr', 'Co']",2,4,0.0,0.4,0.1,0.2,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,10.64134796069403,0.080311892021045,0.0030117073075903787,-2.3600000000000003
Fe0.20Ni0.30Cr0.20Co0.30,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.30000000000000004,0.2,0.2,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,11.35892773811413,0.09300537618869135,0.0028767896109176787,-3.5200000000000005
Fe0.20Ni0.30Cr0.30Co0.20,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.2,0.30000000000000004,0.2,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.200000000000001,11.35892773811413,0.10416333327999831,0.0027352250409014775,-4.360000000000001
Fe0.20Ni0.30Cr0.40Co0.10,"['Fe', 'Ni', 'Cr', 'Co']",2,4,0.0,0.1,0.4,0.2,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.900000000000001,10.64134796069403,0.11423659658795868,0.0025859221920361583,-4.880000000000001
Fe0.20Ni0.40Cr0.10Co0.30,"['Fe', 'Ni', 'Cr', 'Co']",2,4,0.0,0.30000000000000004,0.1,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.899999999999999,10.641347960694029,0.08306623862918068,0.002826256322882981,-2.56
Fe0.20Ni0.40Cr0.20Co0.20,"['Fe', 'Ni', 'Cr', 'Co']",2,4,0.0,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,11.076402629827063,0.09539392014169455,0.002682025794344012,-3.8400000000000003
Fe0.20Ni0.40Cr0.30Co0.10,"['Fe', 'Ni', 'Cr', 'Co']",2,4,0.0,0.1,0.30000000000000004,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,10.641347960694029,0.10630145812734651,0.002529584930461365,-4.800000000000002
Fe0.20Ni0.50Cr0.10Co0.20,"['Fe', 'Ni', 'Cr', 'Co']",2,4,0.0,0.2,0.1,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.148739101126065,0.08573214099741117,0.0026277497404963756,-2.7600000000000007
Fe0.20Ni0.50Cr0.20Co0.10,"['Fe', 'Ni', 'Cr', 'Co']",2,4,0.0,0.1,0.2,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,10.148739101126063,0.09772410142846029,0.00247196404859969,-4.16
Fe0.20Ni0.60Cr0.10Co0.10,"['Fe', 'Ni', 'Cr', 'Co']",2,4,0.0,0.1,0.1,0.2,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.100000000000001,9.053658845007861,0.08831760866327841,0.0024129675908974636,-2.960000000000001
Fe0.30Ni0.10Cr0.10Co0.50,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.5,0.1,0.30000000000000004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,9.71368443199303,0.07211102550927974,0.003481132891312682,-2.04
Fe0.30Ni0.10Cr0.20Co0.40,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.4,0.2,0.30000000000000004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.200000000000001,10.64134796069403,0.08602325267042626,0.003365088968492452,-2.8000000000000007
Fe0.30Ni0.10Cr0.30Co0.30,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.900000000000001,10.923873068981095,0.09797958971132716,0.0032448977371806642,-3.2400000000000007
Fe0.30Ni0.10Cr0.40Co0.20,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.2,0.4,0.30000000000000004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6000000000000005,10.641347960694029,0.10862780491200222,0.003120079948278697,-3.3600000000000003
Fe0.30Ni0.10Cr0.50Co0.10,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.1,0.5,0.30000000000000004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.300000000000001,9.71368443199303,0.1183215956619924,0.0029900562607652376,-3.16
Fe0.30Ni0.20Cr0.10Co0.40,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.4,0.1,0.30000000000000004,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,10.64134796069403,0.07516648189186449,0.00332199188786212,-2.2800000000000002
Fe0.30Ni0.20Cr0.20Co0.30,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.30000000000000004,0.2,0.30000000000000004,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,11.35892773811413,0.08860022573334675,0.0032001824419730096,-3.16
Fe0.30Ni0.20Cr0.30Co0.20,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.2,0.30000000000000004,0.30000000000000004,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.000000000000002,11.35892773811413,0.10024968827881714,0.0030735492871927293,-3.7200000000000006
Fe0.30Ni0.20Cr0.40Co0.10,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.1,0.4,0.30000000000000004,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.700000000000001,10.64134796069403,0.11067971810589333,0.0029414694932454314,-3.9600000000000004
Fe0.30Ni0.30Cr0.10Co0.30,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.30000000000000004,0.1,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,10.923873068981095,0.0781024967590665,0.0031548334344406325,-2.5200000000000005
Fe0.30Ni0.30Cr0.20Co0.20,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.2,0.2,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,11.35892773811413,0.09110433579144299,0.003026303282547054,-3.520000000000001
Fe0.30Ni0.30Cr0.30Co0.10,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.1,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.100000000000001,10.923873068981095,0.10246950765959602,0.0028920665823673,-4.200000000000002
Fe0.30Ni0.40Cr0.10Co0.20,"['Fe', 'Ni', 'Cr', 'Co']",2,4,0.0,0.2,0.1,0.30000000000000004,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,10.64134796069403,0.08093207028119317,0.0029783078912542296,-2.7600000000000007
Fe0.30Ni0.40Cr0.20Co0.10,"['Fe', 'Ni', 'Cr', 'Co']",2,4,0.0,0.1,0.2,0.30000000000000004,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,10.641347960694029,0.09354143466934851,0.002841804964102536,-3.880000000000001
Fe0.30Ni0.50Cr0.10Co0.10,"['Fe', 'Ni', 'Cr', 'Co']",2,4,0.0,0.1,0.1,0.30000000000000004,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,9.71368443199303,0.0836660026534075,0.002790638240824123,-3.000000000000001
Fe0.40Ni0.10Cr0.10Co0.40,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.4,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,9.92376818327393,0.06964194138592056,0.003605673210296543,-2.04
Fe0.40Ni0.10Cr0.20Co0.30,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.30000000000000004,0.2,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.100000000000001,10.64134796069403,0.08396427811873333,0.0034937682891601125,-2.6400000000000006
Fe0.40Ni0.10Cr0.30Co0.20,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.2,0.30000000000000004,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,10.64134796069403,0.09617692030835677,0.0033781584357799707,-2.920000000000001
Fe0.40Ni0.10Cr0.40Co0.10,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.1,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.500000000000001,9.92376818327393,0.10700467279516356,0.0032584493207846545,-2.8800000000000003
Fe0.40Ni0.20Cr0.10Co0.30,"['Fe', 'Ni', 'Cr', 'Co']",0,4,0.0,0.30000000000000004,0.1,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,10.641347960694029,0.07280109889280514,0.0034522779719328685,-2.3200000000000003
