Alloy,Elements,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,W,C,Mg,Zn,Si,N,Li,Sn,B,Y,Pd,Actual phase,Phases considered,References
Al3.0CoCrCuFeNi,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni']",0.375,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1007/s11661-005-0283-0
AlCoCrFeNiNb0.1 ,"['Al', 'Co', 'Cr', 'Fe', 'Ni', 'Nb']",0.196,0.196,0.196,0.196,0.196,0,0,0,0,0.0196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.msea.2011.10.110 
AlCoCrFeNiMo,"['Al', 'Co', 'Cr', 'Fe', 'Ni', 'Mo']",0.16666,0.16666,0.16666,0.16666,0.16666,0,0,0,0,0,0.16666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.msea.2010.07.028
AlCoCrFeNiMo0.1,"['Al', 'Co', 'Cr', 'Fe', 'Ni', 'Mo']",0.196,0.196,0.196,0.196,0.196,0,0,0,0,0,0.0196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://doi.org/10.1016/j.msea.2010.07.028
AlCrFeCuNi0.6,"['Al', 'Cr', 'Fe', 'Cu', 'Ni']",0.2173,0,0.2173,0.2173,0.13043,0.2173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+FCC+ AlFe0.23Ni0.77(Compound),0,https://doi.org/10.1016/j.msea.2011.11.063
AlCrFeCuNi0.8,"['Al', 'Cr', 'Fe', 'Cu', 'Ni']",0.20833,0,0.20833,0.20833,0.16666,0.20833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+FCC+ AlFe0.23Ni0.77(Compound),0,https://doi.org/10.1016/j.msea.2011.11.063
AlCrFeCuNi1.0,"['Al', 'Cr', 'Fe', 'Cu', 'Ni']",0.2,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+FCC+ AlFe0.23Ni0.77(Compound),0,https://doi.org/10.1016/j.msea.2011.11.063
AlCrFeCuNi1.2,"['Al', 'Cr', 'Fe', 'Cu', 'Ni']",0.1923,0,0.1923,0.1923,0.23076,0.1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+FCC+ AlFe0.23Ni0.77(Compound),0,https://doi.org/10.1016/j.msea.2011.11.063
AlCrFeCuNi1.4,"['Al', 'Cr', 'Fe', 'Cu', 'Ni']",0.18518,0,0.18518,0.18518,0.25925,0.18518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+FCC+ AlFe0.23Ni0.77(Compound),0,https://doi.org/10.1016/j.msea.2011.11.063
CoCrCuFeNiTi0.5,"['Co', 'Cr', 'Cu', 'Fe', 'Ni', 'Ti']",0,0.181818,0.181818,0.181818,0.181818,0.181818,0,0.090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.1016/j.intermet.2006.08.005
CoCrCuFeNiTi,"['Co', 'Cr', 'Cu', 'Fe', 'Ni', 'Ti']",0,0.16666,0.16666,0.16666,0.16666,0.16666,0,0.16666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.intermet.2006.08.005
Al0.5CoCrCuFeNiTi0,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni', 'Ti']",0.090909,0.181818,0.181818,0.181818,0.181818,0.181818,0,0.15384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,http://dx.doi.org/10.2320/matertrans.47.1395
Al0.5CoCrCuFeNiTi0.2,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni', 'Ti']",0.087719,0.17543,0.17543,0.17543,0.17543,0.17543,0,0.03508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.2320/matertrans.47.1395
Al0.5CoCrCuFeNiTi0.4,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni', 'Ti']",0.084745,0.16949,0.16949,0.16949,0.16949,0.16949,0,0.067796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.2320/matertrans.47.1395
Al0.5CoCrCuFeNiTi0.6,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni', 'Ti']",0.081967,0.16393,0.16393,0.16393,0.16393,0.16393,0,0.09836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.2320/matertrans.47.1395
Al0.5CoCrCuFeNiTi0.8,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni', 'Ti']",0.079365,0.15873,0.15873,0.15873,0.15873,0.15873,0,0.12698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.2320/matertrans.47.1395
Al0.5CoCrCuFeNiTi1.0,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni', 'Ti']",0.076923,0.153846,0.153846,0.153846,0.153846,0.153846,0,0.153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC+IM,0,https://doi.org/10.2320/matertrans.47.1395
Al0.5CoCrCuFeNiTi1.2,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni', 'Ti']",0.074626,0.14925,0.14925,0.14925,0.14925,0.14925,0,0.1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC+IM,0,https://doi.org/10.2320/matertrans.47.1395
Al0.5CoCrCuFeNiTi1.4,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni', 'Ti']",0.072463,0.144927,0.144927,0.144927,0.144927,0.144927,0,0.20289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC+IM,0,https://doi.org/10.2320/matertrans.47.1395
Al0.5CoCrCuFeNiTi1.6,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni', 'Ti']",0.070422,0.140845,0.140845,0.140845,0.140845,0.140845,0,0.22535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC+IM,0,https://doi.org/10.2320/matertrans.47.1395
Al0.5CoCrCuFeNiTi1.8,"['Al', 'Co', 'Cr', 'Cu', 'Fe', 'Ni', 'Ti']",0.068493,0.13698,0.13698,0.13698,0.13698,0.13698,0,0.246575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC+IM,0,https://doi.org/10.2320/matertrans.47.1395
CoCrCuFeNiVAl0.5,"['Co', 'Cr', 'Cu', 'Fe', 'Ni', 'V', 'Al']",0.076923,0.153846,0.153846,0.153846,0.153846,0.153846,0,0,0.153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.1007/s11661-006-0081-3
CoCrCuFeNiV0.2Al0.5,"['Co', 'Cr', 'Cu', 'Fe', 'Ni', 'V', 'Al']",0.087719,0.175438,0.175438,0.175438,0.175438,0.175438,0,0,0.035087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.1007/s11661-006-0081-3
CoCrCuFeNiV0.4Al0.5,"['Co', 'Cr', 'Cu', 'Fe', 'Ni', 'V', 'Al']",0.0847457,0.16949,0.16949,0.16949,0.16949,0.16949,0,0,0.06779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1007/s11661-006-0081-3
CoCrCuFeNiV0.6Al0.5,"['Co', 'Cr', 'Cu', 'Fe', 'Ni', 'V', 'Al']",0.081967,0.163934,0.163934,0.163934,0.163934,0.163934,0,0,0.09836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC+IM,0,https://doi.org/10.1007/s11661-006-0081-3
CoCrCuFeNiV0.8Al0.5,"['Co', 'Cr', 'Cu', 'Fe', 'Ni', 'V', 'Al']",0.079365,0.15873,0.15873,0.15873,0.15873,0.15873,0,0,0.12698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC+IM,0,https://doi.org/10.1007/s11661-006-0081-3
FeCoNiCuAl,"['Fe', 'Co', 'Ni', 'Cu', 'Al']",0.2,0.2,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1016/j.msea.2012.07.003
FeCoNiCuAlSi,"['Fe', 'Co', 'Ni', 'Cu', 'Al', 'Si']",0.166666,0.166666,0,0.166666,0.166666,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,0.166666,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1016/j.msea.2012.07.003
FeCoNiCuAlTi,"['Fe', 'Co', 'Ni', 'Cu', 'Al', 'Ti']",0.166666,0.166666,0,0.166666,0.166666,0.166666,0,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1007/s11661-005-0283-0
FeCoNiCuAlZr,"['Fe', 'Co', 'Ni', 'Cu', 'Al', 'Zr']",0.166666,0.166666,0,0.166666,0.166666,0.166666,0,0,0,0,0,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1007/s11661-005-0283-0
AlCrFeCoNiCuMn,"['Al', 'Cr', 'Fe', 'Co', 'Ni', 'Cu', 'Mn']",0.14285,0.14285,0.14285,0.14285,0.14285,0.14285,0.14285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,10.1016/j.msea.2008.08.025
AlCrFeCoNiCuV聽,"['Al', 'Cr', 'Fe', 'Co', 'Ni', 'Cu', 'V']",0.14285,0.14285,0.14285,0.14285,0.14285,0.14285,0,0,0.14285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,10.1016/j.msea.2008.08.025
FeMnNiCoCu,"['Fe', 'Mn', 'Ni', 'Co', 'Cu']",0,0.2,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
AlCr0.5NbTiV聽,"['Al', 'Cr', 'Nb', 'Ti', 'V']",0.2222,0,0.1111,0,0,0,0,0.2222,0.2222,0.2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,10.1016/j.jallcom.2015.08.224
AlCr1.5NbTiV聽,"['Al', 'Cr', 'Nb', 'Ti', 'V']",0.181818,0,0.272727,0,0,0,0,0.181818,0.181818,0.181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+Laves(C14),0,10.1016/j.jallcom.2015.08.224
NbTiVTaAl0.2,"['Nb', 'Ti', 'V', 'Ta', 'Al']",0.047619,0,0,0,0,0,0,0.23809,0.23809,0.23809,0,0,0,0.23809,0,0,0,0,0,0,0,0,0,0,0,BCC,1,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
NbTiVTaAl0.5,"['Nb', 'Ti', 'V', 'Ta', 'Al']",0.11111,0,0,0,0,0,0,0.22222,0.22222,0.22222,0,0,0,0.22222,0,0,0,0,0,0,0,0,0,0,0,BCC,1,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
Ta20Nb20Hf20Zr20Ti20,"['Ta', 'Nb', 'Hf', 'Zr', 'Ti']",0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,BCC,1,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
CoCrFeNiAlNb0.25,"['Co', 'Cr', 'Fe', 'Ni', 'Al', 'Nb']",0.19157,0.19157,0.19157,0.19157,0.19157,0,0,0,0,0.04789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+(CoCr)2Nb,0,https://doi.org/10.1007/s11837-012-0366-5
CoCrFeNiAlNb0.5,"['Co', 'Cr', 'Fe', 'Ni', 'Al', 'Nb']",0.181818,0.181818,0.181818,0.181818,0.181818,0,0,0,0,0.0909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+(CoCr)2Nb,0,https://doi.org/10.1007/s11837-012-0366-5
CoCrFeNiAlNb0.75,"['Co', 'Cr', 'Fe', 'Ni', 'Al', 'Nb']",0.17391,0.17391,0.17391,0.17391,0.17391,0,0,0,0,0.13043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+(CoCr)2Nb,0,https://doi.org/10.1007/s11837-012-0366-5
Nb20Cr20Mo10Ta10Ti20Zr20,"['Nb', 'Cr', 'Mo', 'Ta', 'Ti', 'Zr']",0,0,0.2,0,0,0,0,0.2,0,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,BCC1+BCC2+C15 Laves,0,https://doi.org/10.1016/j.msea.2011.09.033
TiZrNiMo,"['Ti', 'Zr', 'Ni', 'Mo']",0,0,0,0,0.25,0,0,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
TiZrNiMoV0.25,"['Ti', 'Zr', 'Ni', 'Mo', 'V']",0,0,0,0,0.23529,0,0,0.23529,0.05882,0,0.23529,0.23529,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
TiZrNiMoV0.5,"['Ti', 'Zr', 'Ni', 'Mo', 'V']",0,0,0,0,0.22222,0,0,0.22222,0.11111,0,0.22222,0.22222,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
TiZrNiMoV0.75,"['Ti', 'Zr', 'Ni', 'Mo', 'V']",0,0,0,0,0.21052,0,0,0.21052,0.15789,0,0.21052,0.21052,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
TiZrNiMoV1.0,"['Ti', 'Zr', 'Ni', 'Mo', 'V']",0,0,0,0,0.2,0,0,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC,1,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
TiZrNiMoV1.5,"['Ti', 'Zr', 'Ni', 'Mo', 'V']",0,0,0,0,0.181818,0,0,0.181818,0.272727,0,0.181818,0.181818,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+尾-ordered BCC,1,https://doi.org/10.1007/s11837-012-0366-5
TiZrNiMoV2,"['Ti', 'Zr', 'Ni', 'Mo', 'V']",0,0,0,0,0.166666,0,0,0.166666,0.33333,0,0.166666,0.166666,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+尾-ordered BCC,1,https://doi.org/10.1007/s11837-012-0366-5
TiZrNiMoV3,"['Ti', 'Zr', 'Ni', 'Mo', 'V']",0,0,0,0,0.14285,0,0,0.14285,0.42857,0,0.14285,0.14285,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+尾-ordered BCC,1,https://doi.org/10.1007/s11837-012-0366-5
Mo0.5NbHf0.5ZrTiC0.1,"['Mo', 'Nb', 'Hf', 'Zr', 'Ti', 'C']",0,0,0,0,0,0,0,0.2439,0,0.2439,0.12195,0.2439,0.12195,0,0,0.02439,0,0,0,0,0,0,0,0,0,BCC+Carbide,0,https://doi.org/10.1016/j.intermet.2015.09.011
Mo0.5NbHf0.5ZrTiC0.3,"['Mo', 'Nb', 'Hf', 'Zr', 'Ti', 'C']",0,0,0,0,0,0,0,0.23255,0,0.23255,0.116279,0.23255,0.116279,0,0,0.06976,0,0,0,0,0,0,0,0,0,BCC+Carbide,0,https://doi.org/10.1016/j.intermet.2015.09.011
HfNbTiVSi0.5,"['Hf', 'Nb', 'Ti', 'V', 'Si']",0,0,0,0,0,0,0,0.22222,0.22222,0.22222,0,0,0.22222,0,0,0,0,0,0.111111,0,0,0,0,0,0,BCC+Silicide,0,https://doi.org/10.1016/j.matlet.2016.03.092
HfNbSi0.5TiVZr,"['Hf', 'Nb', 'Si', 'Ti', 'V', 'Zr']",0,0,0,0,0,0,0,0.181818,0.181818,0.181818,0,0.181818,0.181818,0,0,0,0,0,0.90909,0,0,0,0,0,0,BCC+IM,0,https://doi.org/10.4028/www.scientific.net/msf.849.76
NbTaVW,"['Nb', 'Ta', 'V', 'W']",0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,BCC,1,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
NbTaTiVW,"['Nb', 'Ta', 'Ti', 'V', 'W']",0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,BCC,1,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
CoFeNiVMo0.2,"['Co', 'Fe', 'Ni', 'V', 'Mo']",0,0.23809,0,0.23809,0.23809,0,0,0,0.23809,0,0.047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+CoMo2Ni-type聽IM,0,https://doi.org/10.1016/j.jallcom.2015.07.185
CoFeNiVMo0.4,"['Co', 'Fe', 'Ni', 'V', 'Mo']",0,0.22727,0,0.22727,0.22727,0,0,0,0.22727,0,0.090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+CoMo2Ni-type聽IM,0,https://doi.org/10.1016/j.jallcom.2015.07.185
CoFeNiVMo0.6,"['Co', 'Fe', 'Ni', 'V', 'Mo']",0,0.21739,0,0.21739,0.21739,0,0,0,0.21739,0,0.13043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+IM,0,https://doi.org/10.1016/j.jallcom.2015.07.185
CoFeNiVMo0.8,"['Co', 'Fe', 'Ni', 'V', 'Mo']",0,0.20833,0,0.20833,0.20833,0,0,0,0.20833,0,0.16666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+CoMo2Ni-type聽IM,0,https://doi.org/10.1016/j.jallcom.2015.07.185
CoFeNiVMo1.0,"['Co', 'Fe', 'Ni', 'V', 'Mo']",0,0.2,0,0.2,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+CoMo2Ni-type聽IM,0,https://doi.org/10.1016/j.jallcom.2015.07.185
CoFeNi1.2VMo,"['Co', 'Fe', 'Ni', 'V', 'Mo']",0,0.192307,0,0.192307,0.23076,0,0,0,0.192307,0,0.192307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+Co2Mo3-type IM,0,https://doi.org/10.1016/j.jallcom.2015.07.185
CoFeNi1.4VMo,"['Co', 'Fe', 'Ni', 'V', 'Mo']",0,0.185185,0,0.185185,0.25925,0,0,0,0.185185,0,0.185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+IM,0,https://doi.org/10.1016/j.jallcom.2015.07.185
CoFeNi1.6VMo,"['Co', 'Fe', 'Ni', 'V', 'Mo']",0,0.17857,0,0.17857,0.28571,0,0,0,0.17857,0,0.17857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+Co2Mo3-type IM,0,https://doi.org/10.1016/j.jallcom.2015.07.185
CoFeNi1.8VMo,"['Co', 'Fe', 'Ni', 'V', 'Mo']",0,0.17241,0,0.17241,0.31034,0,0,0,0.17241,0,0.17241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+Co2Mo3-type IM,0,https://doi.org/10.1016/j.jallcom.2015.07.185
CoFeNi2.0VMo,"['Co', 'Fe', 'Ni', 'V', 'Mo']",0,0.16666,0,0.16666,0.33333,0,0,0,0.16666,0,0.16666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+Co2Mo3-type IM,0,https://doi.org/10.1016/j.jallcom.2015.07.185
Al0.5CrCuFeNi2,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.090909,0,0.18181,0.18181,0.36363,0.18181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,https://zenodo.org/record/5155150#.Y7WYxHZBw2w
Al0.9CrCuFeNi2,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.152542,0,0.16949,0.16949,0.338983,0.16949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC(B2),3,https://doi.org/10.1016/j.jallcom.2013.01.007
Al1.2CrCuFeNi2,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.19354,0,0.16129,0.16129,0.32258,0.16129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1016/j.jallcom.2013.01.007
Al2.0CrCuFeNi2,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.28571,0,0.142857,0.142857,0.28571,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC1+BCC2,1,https://doi.org/10.1016/j.jallcom.2013.01.007
Al2.2CrCuFeNi2,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.305555,0,0.13888,0.13888,0.27777,0.13888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC1+BCC2,1,https://doi.org/10.1016/j.jallcom.2013.01.007
Al2.5CrCuFeNi2,"['Al', 'Cr', 'Cu', 'Fe', 'Ni']",0.333333,0,0.133333,0.133333,0.26666,0.133333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC1+BCC2,1,https://doi.org/10.1016/j.jallcom.2013.01.007
CoFeNi2V0.5,"['Co', 'Fe', 'Ni', 'V']",0,0.22222,0,0.22222,0.44444,0,0,0,0.11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC,2,http://dx.doi.org/10.1016/S1002-0071(12)60080-X
CoFeNi2V0.5Nb0.2,"['Co', 'Fe', 'Ni', 'V', 'Nb']",0,0.21276,0,0.21276,0.4255,0,0,0,0.106382,0.04255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+Fe2Nb,2,https://doi.org/10.1007/s00339-014-8964-4
CoFeNi2V0.5Nb0.4,"['Co', 'Fe', 'Ni', 'V', 'Nb']",0,0.20408,0,0.20408,0.40816,0,0,0,0.10204,0.081632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+Fe2Nb,2,https://doi.org/10.1007/s00339-014-8964-4
CoFeNi2V0.5Nb0.6,"['Co', 'Fe', 'Ni', 'V', 'Nb']",0,0.19607,0,0.19607,0.392156,0,0,0,0.098039,0.117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+Fe2Nb,2,https://doi.org/10.1007/s00339-014-8964-4
CoFeNi2V0.5Nb0.65,"['Co', 'Fe', 'Ni', 'V', 'Nb']",0,0.19417,0,0.19417,0.38834,0,0,0,0.097087,0.12621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+Fe2Nb,2,https://doi.org/10.1007/s00339-014-8964-4
CoFeNi2V0.5Nb0.7,"['Co', 'Fe', 'Ni', 'V', 'Nb']",0,0.192307,0,0.192307,0.38461,0,0,0,0.096153,0.13461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+Fe2Nb,2,https://doi.org/10.1007/s00339-014-8964-4
CoFeNi2V0.5Nb0.75,"['Co', 'Fe', 'Ni', 'V', 'Nb']",0,0.19047,0,0.19047,0.38095,0,0,0,0.095238,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+Fe2Nb,2,https://doi.org/10.1007/s00339-014-8964-4
CoFeNi2V0.5Nb0.8,"['Co', 'Fe', 'Ni', 'V', 'Nb']",0,0.18867,0,0.18867,0.377358,0,0,0,0.094339,0.150943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+Fe2Nb,2,https://doi.org/10.1007/s00339-014-8964-4
CoFeNi2V0.5Nb,"['Co', 'Fe', 'Ni', 'V', 'Nb']",0,0.181818,0,0.181818,0.363636,0,0,0,0.090909,0.181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+Fe2Nb,2,https://doi.org/10.1007/s00339-014-8964-4
Al0(TiVCrMnFeCoNiCu)100,"['Al', 'Ti', 'V', 'Cr', 'Mn', 'Fe', 'Co', 'Ni', 'Cu']",0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+BCC+蟽+Other complex phases,0,https://doi.org/10.1016/j.msea.2006.11.049
[CuMnNi]80Al20,"['Cu', 'Mn', 'Ni', 'Al']",0.2,0,0,0,0.2667,0.2667,0.2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+L21,0,https://doi.org/10.1016/j.jallcom.2015.07.285
[CuMnNi]75Al25,"['Cu', 'Mn', 'Ni', 'Al']",0.25,0,0,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCC+L21,0,https://doi.org/10.1016/j.jallcom.2015.07.285
[CuMnNi]70Al30,"['Cu', 'Mn', 'Ni', 'Al']",0.3,0,0,0,0.2333,0.2333,0.2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+L21,0,https://doi.org/10.1016/j.jallcom.2015.07.285
[CuMnNi]60Al40,"['Cu', 'Mn', 'Ni', 'Al']",0.4,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BCC+L21,0,https://doi.org/10.1016/j.jallcom.2015.07.285
[CuMnNi]80Sn20,"['Cu', 'Mn', 'Ni', 'Sn']",0,0,0,0,0.2667,0.2667,0.2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,FCC+L21,0,https://doi.org/10.1016/j.jallcom.2015.07.285
[CuMnNi]75Sn25,"['Cu', 'Mn', 'Ni', 'Sn']",0,0,0,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,L21,0,https://doi.org/10.1016/j.jallcom.2015.07.285
[CuMnNi]80Zn20,"['Cu', 'Mn', 'Ni', 'Zn']",0,0,0,0,0.2667,0.2667,0.2667,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,FCC,2,https://doi.org/10.1016/j.jallcom.2015.07.285
[CuMnNi]65Zn35,"['Cu', 'Mn', 'Ni', 'Zn']",0,0,0,0,0.2166,0.2166,0.2166,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1016/j.jallcom.2015.07.285
[CuMnNi]60Zn40,"['Cu', 'Mn', 'Ni', 'Zn']",0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,FCC+BCC,3,https://doi.org/10.1016/j.jallcom.2015.07.285
CoCrFeMo0.5NiAl,"['Co', 'Cr', 'Fe', 'Mo', 'Ni', 'Al']",0.181818,0.181818,0.181818,0.181818,0.181818,0,0,0,0,0,0.090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B2+蟽,0,https://doi.org/10.1016/j.msea.2011.01.072
CoCr0.5FeMo0.5NiAl,"['Co', 'Cr', 'Fe', 'Mo', 'Ni', 'Al']",0.2,0.2,0.1,0.2,0.2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IM,0,https://doi.org/10.1016/j.msea.2011.01.072
